@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36" , "18" , "35" , "11" , "16" , "5", "10" , "28" , "26" , "14" , "24" , "12" , "23" , "4" , "30" , "34" , "8" , "31" , "21" , "3" , "22" , "1" , "25" , "9" , "2" , "7" , "19"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
314,10,0.09,0.12,0.08,0.11,0.1,0.11,0.12,0.1,0.11,0.08,0.11,0.09,0.1,0.1,0.08,0.12,0.12,0.12,0.09,0.09,0.12,0.08,0.12,0.08,0.11,0.15,0.08,0.09,0.08,0.09,0,9.99,0.98,1333.33,768.18,2850,2.69,3.32,2.88,3.45,4.15,3.45,11.25,Downstairs
315,10,0.12,0.09,0.12,0.12,0.1,0.08,0.1,0.1,0.08,0.11,0.11,0.12,0.11,0.08,0.07,0.13,0.09,0.1,0.1,0.11,0.12,0.09,0.08,0.11,0.1,0.08,0.13,0.11,0.09,0.12,0,9.96,0.98,2550,643.33,933.33,2.97,3.47,2.95,3.68,4.32,3.68,11.28,Downstairs
316,10,0.13,0.1,0.07,0.09,0.07,0.1,0.09,0.07,0.06,0.07,0.06,0.09,0.08,0.1,0.12,0.06,0.08,0.09,0.09,0.08,0.08,0.12,0.07,0.08,0.07,0.05,0.11,0.09,0.09,0.09,0,8.47,1.01,966.67,583.33,2550,2.56,2.84,2.67,3.85,4.39,3.85,9.73,Downstairs
317,10,0.12,0.08,0.08,0.12,0.16,0.08,0.08,0.07,0.16,0.08,0.01,0,0.01,0.03,0,0.05,0.06,0.29,0.27,0.3,0.13,0.07,0.36,0.43,0.01,0.01,0,0,0,0.01,0,9.95,-0.59,?,160.83,2616.67,0.97,0.08,0.25,1.01,0.18,1.01,10.03,Standing
318,10,0.07,0.01,0.02,0.04,0.01,0.03,0.03,0.03,0.22,0.55,0.08,0,0.02,0.05,0,0.19,0.14,0.16,0.12,0.25,0.15,0.09,0.14,0.12,0.37,0.11,0.02,0.01,0.01,0.01,0,9.91,0.18,4350,863.64,2900,0.7,0.19,0.91,0.81,0.4,0.81,9.99,Standing
319,10,0.11,0.26,0.41,0.16,0.06,0,0,0,0.01,0.01,0,0,0,0,0,0.04,0.09,0.53,0.29,0.06,0.14,0.57,0.29,0.01,0,0,0,0,0,0,0,9.92,-0.87,?,194.9,?,1.15,0.04,0.08,1.16,0.07,1.16,10.03,Standing
320,10,0.23,0.08,0.14,0.12,0.15,0.08,0.04,0.05,0.07,0.06,0.16,0,0.19,0.26,0,0.26,0.05,0.04,0,0.05,0.01,0.01,0.01,0.07,0.12,0.19,0.29,0.11,0.07,0.13,0,9.75,1.19,?,416.67,933.33,1.12,0.1,0.37,1.2,0.21,1.2,9.9,Standing
321,10,0,0,0,0.01,0.22,0.23,0.21,0.18,0.17,0.01,0.03,0,0.29,0.51,0,0.18,0,0,0,0,0,0,0,0,0,0.01,0.17,0.25,0.33,0.26,0,9.72,1.49,?,308.06,217.05,0.88,0.02,0.04,0.89,0.04,0.89,9.87,Standing
322,10,0,0.01,0.03,0.08,0.13,0.11,0.14,0.16,0.31,0.05,0.1,0,0.32,0.35,0,0.22,0.01,0.01,0,0,0,0,0,0,0,0.03,0.23,0.26,0.26,0.24,0,9.72,1.48,?,251.32,203.13,0.86,0.03,0.05,0.87,0.04,0.87,9.87,Standing
323,10,0.11,0.03,0.06,0.15,0.1,0.11,0.11,0.11,0.13,0.1,0.07,0,0.18,0.21,0,0.14,0.06,0.18,0.08,0.09,0.26,0.03,0.06,0.13,0.03,0.03,0.08,0.12,0.14,0.14,0,9.82,0.37,?,1900,2525,0.96,0.13,1.16,1,0.2,1,9.95,Standing
324,10,0.11,0.04,0.06,0.09,0.13,0.05,0.03,0.05,0.03,0.05,0.09,0,0.06,0.06,0,0.27,0.06,0.03,0.01,0.07,0,0,0,0.01,0.2,0.33,0.03,0,0.01,0.04,0,5.96,0.72,?,193.33,2925,0.66,2.32,0.3,1.15,3.82,1.15,6.05,Standing
325,28,0.14,0.15,0.1,0.11,0.16,0.1,0.08,0.09,0.07,0.03,0.1,0.11,0.16,0.09,0.13,0.13,0.07,0.05,0.06,0.11,0.08,0.06,0.04,0.06,0.1,0.14,0.1,0.06,0.33,0.05,0,9.5,2.67,1216.67,988.89,1575,1.85,2.98,1.86,2.31,3.95,2.31,10.49,Walking
326,28,0.11,0.08,0.08,0.13,0.12,0.07,0.18,0.09,0.12,0.05,0.09,0.1,0.09,0.05,0.14,0.12,0.11,0.13,0.09,0.1,0.09,0.12,0.1,0.09,0.15,0.15,0.1,0.05,0.07,0.11,0,9.87,2.18,2400,1162.5,2566.67,2.08,2.78,1.92,2.57,3.52,2.57,10.7,Walking
327,28,0.08,0.1,0.12,0.07,0.13,0.12,0.14,0.07,0.1,0.09,0.07,0.13,0.12,0.09,0.12,0.07,0.11,0.09,0.14,0.09,0.07,0.08,0.09,0.14,0.18,0.14,0.11,0.06,0.05,0.1,0,9.73,2.1,2816.67,1200,1470,2.1,2.9,1.72,2.55,3.51,2.55,10.53,Walking
328,28,0.09,0.08,0.12,0.09,0.11,0.16,0.11,0.13,0.06,0.07,0.08,0.12,0.06,0.09,0.15,0.1,0.09,0.14,0.14,0.05,0.08,0.08,0.09,0.13,0.16,0.15,0.1,0.06,0.08,0.1,0,9.66,2.14,2200,1241.67,2100,1.96,2.63,1.85,2.36,3.22,2.36,10.5,Walking
329,28,0.07,0.12,0.09,0.09,0.18,0.13,0.08,0.1,0.08,0.08,0.07,0.11,0.09,0.08,0.18,0.1,0.1,0.11,0.13,0.05,0.08,0.07,0.1,0.12,0.12,0.16,0.12,0.07,0.08,0.11,0,9.62,2.19,1258.33,2725,1816.67,1.91,2.49,1.92,2.33,3.1,2.33,10.52,Walking
330,28,0.09,0.13,0.11,0.06,0.18,0.11,0.11,0.09,0.08,0.06,0.05,0.14,0.07,0.11,0.14,0.15,0.08,0.13,0.09,0.06,0.07,0.07,0.07,0.15,0.19,0.11,0.1,0.06,0.09,0.11,0,9.78,2.2,2225,500,1375,1.9,2.48,1.81,2.28,3.14,2.28,10.6,Walking
331,28,0.11,0.12,0.14,0.07,0.1,0.09,0.15,0.1,0.09,0.06,0.02,0.11,0.11,0.09,0.16,0.18,0.08,0.14,0.1,0.04,0.05,0.07,0.06,0.09,0.13,0.17,0.16,0.1,0.11,0.09,0,9.8,2.49,1737.5,2850,2216.67,2.02,2.16,1.66,2.42,2.71,2.42,10.62,Walking
332,28,0.07,0.07,0.14,0.11,0.08,0.12,0.11,0.14,0.09,0.09,0.06,0.13,0.07,0.1,0.18,0.11,0.13,0.08,0.09,0.08,0.09,0.06,0.07,0.1,0.19,0.15,0.11,0.1,0.05,0.11,0,9.72,2.15,3133.33,781.25,1066.67,2.08,2.5,1.7,2.55,3.17,2.55,10.54,Walking
333,28,0.09,0.08,0.13,0.11,0.08,0.14,0.13,0.07,0.09,0.1,0.1,0.12,0.08,0.12,0.11,0.1,0.09,0.1,0.13,0.09,0.08,0.08,0.13,0.14,0.09,0.12,0.12,0.08,0.07,0.11,0,9.66,2.22,1525,1143.75,1287.5,2.11,2.94,2.04,2.63,3.66,2.63,10.58,Walking
334,28,0.09,0.12,0.15,0.07,0.07,0.08,0.15,0.09,0.07,0.13,0.1,0.09,0.1,0.1,0.12,0.06,0.15,0.11,0.09,0.1,0.05,0.11,0.15,0.09,0.09,0.1,0.18,0.08,0.08,0.11,0,9.77,2.39,2000,855,1590,2.16,2.91,1.94,2.63,3.61,2.63,10.69,Walking
335,28,0.08,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.12,0.07,0.14,0.1,0.09,0.1,0.12,0.09,0.06,0.13,0.12,0.11,0.07,0.14,0.11,0.1,0.07,0.11,0,9.79,2.29,2025,1187.5,1005.56,2.21,2.95,1.98,2.73,3.62,2.73,10.71,Walking
336,28,0.09,0.1,0.13,0.09,0.08,0.08,0.09,0.12,0.13,0.1,0.11,0.1,0.09,0.11,0.11,0.12,0.06,0.12,0.12,0.1,0.06,0.12,0.14,0.11,0.08,0.06,0.13,0.13,0.09,0.11,0,9.7,2.35,1810,905,2262.5,2.27,2.98,1.99,2.78,3.68,2.78,10.67,Walking
337,28,0.14,0.07,0.09,0.13,0.08,0.13,0.09,0.07,0.11,0.12,0.11,0.12,0.09,0.1,0.08,0.1,0.1,0.07,0.15,0.11,0.09,0.15,0.12,0.1,0.08,0.1,0.11,0.08,0.09,0.11,0,9.86,2.16,2666.67,822.73,2025,2.27,3.23,2.12,2.84,3.93,2.84,10.81,Walking
338,28,0.11,0.1,0.09,0.13,0.09,0.09,0.07,0.09,0.14,0.1,0.11,0.12,0.08,0.08,0.08,0.14,0.1,0.11,0.07,0.14,0.13,0.12,0.12,0.1,0.07,0.1,0.08,0.14,0.05,0.12,0,9.82,2.12,2525,854.55,1341.67,2.25,3.2,2.14,2.79,4,2.79,10.77,Walking
339,28,0.1,0.12,0.06,0.12,0.12,0.09,0.1,0.09,0.11,0.12,0.11,0.09,0.11,0.09,0.08,0.13,0.12,0.08,0.1,0.12,0.1,0.13,0.17,0.06,0.08,0.07,0.09,0.12,0.08,0.12,0,9.9,2.18,2950,683.33,1780,2.2,3.11,2.21,2.71,3.92,2.71,10.84,Walking
340,28,0.13,0.11,0.08,0.08,0.06,0.08,0.16,0.13,0.1,0.1,0.13,0.08,0.11,0.07,0.1,0.11,0.09,0.11,0.09,0.14,0.11,0.15,0.09,0.11,0.09,0.05,0.11,0.12,0.08,0.11,0,9.85,2.27,1725,1106.25,1500,2.4,3.28,2.2,2.83,4.07,2.83,10.83,Walking
341,28,0.12,0.09,0.12,0.12,0.08,0.08,0.1,0.1,0.1,0.12,0.1,0.08,0.1,0.12,0.08,0.09,0.12,0.08,0.13,0.12,0.1,0.16,0.13,0.07,0.09,0.04,0.1,0.15,0.07,0.1,0,9.97,2.2,2450,915,1633.33,2.32,3.14,2.21,2.88,3.9,2.88,10.92,Walking
342,28,0.13,0.09,0.14,0.1,0.07,0.08,0.11,0.1,0.09,0.12,0.13,0.08,0.13,0.06,0.09,0.08,0.12,0.12,0.09,0.13,0.11,0.15,0.1,0.08,0.09,0.08,0.07,0.14,0.09,0.1,0,9.85,2.22,2012.5,783.33,2666.67,2.34,3.23,2.19,2.92,3.99,2.92,10.83,Walking
343,28,0.1,0.11,0.09,0.13,0.12,0.06,0.12,0.1,0.13,0.09,0.1,0.09,0.11,0.12,0.08,0.08,0.14,0.07,0.1,0.13,0.1,0.1,0.15,0.1,0.07,0.04,0.14,0.14,0.05,0.12,0,9.84,2.23,4400,737.5,1712.5,2.16,3.07,2.12,2.65,3.83,2.65,10.76,Walking
344,28,0.1,0.09,0.12,0.14,0.11,0.11,0.06,0.08,0.09,0.13,0.12,0.06,0.13,0.11,0.11,0.07,0.11,0.11,0.1,0.11,0.07,0.13,0.12,0.1,0.08,0.07,0.11,0.14,0.1,0.1,0,9.74,2.31,1666.67,526.92,1000,2.15,3.09,2.03,2.75,3.85,2.75,10.64,Walking
345,28,0.11,0.1,0.15,0.05,0.1,0.09,0.13,0.09,0.13,0.08,0.11,0.11,0.08,0.1,0.07,0.12,0.08,0.14,0.13,0.08,0.08,0.12,0.08,0.1,0.12,0.09,0.13,0.12,0.06,0.12,0,9.73,2.36,1475,1137.5,1341.67,2.2,2.96,2.02,2.67,3.63,2.67,10.68,Walking
346,28,0.11,0.1,0.14,0.09,0.11,0.1,0.08,0.06,0.11,0.13,0.11,0.09,0.1,0.08,0.12,0.13,0.09,0.08,0.1,0.12,0.11,0.18,0.1,0.09,0.06,0.06,0.08,0.15,0.09,0.11,0,9.78,2.17,1307.14,975,1820,2.27,3.02,2.23,2.84,3.84,2.84,10.72,Walking
347,28,0.09,0.1,0.14,0.12,0.1,0.1,0.08,0.08,0.1,0.12,0.12,0.07,0.09,0.1,0.11,0.12,0.11,0.1,0.08,0.13,0.16,0.17,0.1,0.07,0.06,0.06,0.06,0.13,0.1,0.12,0,9.83,2.06,1525,1214.29,1516.67,2.17,3.1,2.33,2.75,3.97,2.75,10.77,Walking
348,28,0.13,0.13,0.08,0.1,0.08,0.1,0.08,0.1,0.14,0.1,0.14,0.08,0.11,0.07,0.09,0.12,0.07,0.09,0.13,0.13,0.09,0.11,0.12,0.12,0.09,0.07,0.08,0.15,0.1,0.1,0,9.8,2.24,3525,1600,2683.33,2.27,3.29,2.06,2.75,4.04,2.75,10.72,Walking
349,28,0.14,0.08,0.07,0.12,0.08,0.13,0.12,0.07,0.08,0.13,0.13,0.08,0.13,0.08,0.1,0.09,0.13,0.06,0.1,0.13,0.09,0.15,0.11,0.09,0.09,0.06,0.09,0.11,0.16,0.08,0,9.75,2.18,2666.67,678.57,1500,2.38,3.21,1.99,2.95,3.99,2.95,10.69,Walking
350,28,0.14,0.09,0.11,0.11,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.09,0.09,0.07,0.07,0.08,0.12,0.1,0.1,0.14,0.12,0.12,0.14,0.1,0.09,0.05,0.06,0.12,0.1,0.12,0,9.73,2.24,1000,825,1950,2.3,3.52,2.24,2.86,4.28,2.86,10.73,Walking
351,28,0.09,0.12,0.11,0.09,0.09,0.07,0.14,0.12,0.1,0.09,0.12,0.08,0.09,0.13,0.09,0.08,0.12,0.1,0.11,0.11,0.07,0.12,0.16,0.08,0.09,0.07,0.1,0.08,0.15,0.1,0,9.74,2.29,2266.67,700,1242.86,2.2,3.12,2.07,2.69,3.92,2.69,10.66,Walking
352,28,0.12,0.04,0.15,0.11,0.1,0.11,0.08,0.11,0.11,0.09,0.13,0.08,0.13,0.1,0.08,0.07,0.11,0.1,0.1,0.13,0.08,0.08,0.15,0.15,0.07,0.08,0.08,0.13,0.07,0.13,0,9.85,2.31,2350,667.86,1285.71,2.14,3.3,2.07,2.66,4.05,2.66,10.76,Walking
353,28,0.14,0.11,0.1,0.08,0.1,0.13,0.11,0.07,0.08,0.11,0.12,0.12,0.08,0.09,0.1,0.07,0.11,0.12,0.12,0.11,0.05,0.11,0.11,0.13,0.09,0.12,0.1,0.08,0.13,0.1,0,9.73,2.42,1475,707.14,1590,2.2,3.14,1.96,2.69,3.76,2.69,10.64,Walking
354,28,0.08,0.14,0.13,0.13,0.06,0.07,0.13,0.1,0.1,0.09,0.1,0.11,0.11,0.08,0.1,0.09,0.1,0.12,0.11,0.1,0.06,0.06,0.16,0.13,0.1,0.11,0.1,0.12,0.08,0.1,0,9.74,2.34,1010,3050,1508.33,2.04,3.03,1.94,2.52,3.67,2.52,10.59,Walking
355,28,0.08,0.12,0.12,0.1,0.1,0.12,0.09,0.12,0.09,0.1,0.1,0.11,0.09,0.09,0.12,0.09,0.1,0.11,0.13,0.08,0.07,0.15,0.1,0.1,0.09,0.11,0.1,0.13,0.07,0.1,0,9.75,2.23,3075,1460,1185.71,2.09,2.85,1.96,2.61,3.47,2.61,10.61,Walking
356,28,0.1,0.09,0.09,0.14,0.14,0.09,0.1,0.13,0.07,0.09,0.06,0.11,0.1,0.11,0.14,0.12,0.1,0.11,0.1,0.08,0.03,0.09,0.09,0.13,0.14,0.1,0.17,0.08,0.09,0.09,0,9.79,2.43,675,925,1812.5,2.03,2.57,1.74,2.48,3.23,2.48,10.61,Walking
357,28,0.08,0.13,0.09,0.12,0.07,0.13,0.15,0.13,0.06,0.07,0.06,0.15,0.08,0.12,0.08,0.12,0.13,0.09,0.08,0.11,0.09,0.07,0.07,0.15,0.13,0.13,0.09,0.1,0.08,0.11,0,9.76,2.24,3075,980,2350,1.98,2.75,1.91,2.38,3.39,2.38,10.57,Walking
358,28,0.08,0.09,0.1,0.09,0.12,0.12,0.16,0.12,0.08,0.08,0.06,0.14,0.07,0.11,0.13,0.15,0.1,0.08,0.1,0.09,0.06,0.07,0.11,0.14,0.17,0.08,0.12,0.09,0.09,0.1,0,9.76,2.2,2200,1092.86,1087.5,2.08,2.56,1.75,2.47,3.19,2.47,10.55,Walking
359,28,0.06,0.11,0.1,0.1,0.09,0.14,0.16,0.13,0.09,0.05,0.01,0.13,0.08,0.04,0.2,0.15,0.16,0.14,0.09,0.01,0.04,0.06,0.11,0.13,0.14,0.13,0.11,0.12,0.12,0.06,0,9.72,2.26,2683.33,2875,2325,1.92,1.98,1.66,2.26,2.47,2.26,10.48,Walking
360,28,0.06,0.09,0.06,0.11,0.09,0.22,0.12,0.09,0.1,0.08,0.06,0.1,0.08,0.08,0.17,0.15,0.12,0.12,0.09,0.04,0.08,0.08,0.09,0.13,0.12,0.12,0.12,0.07,0.13,0.08,0,9.66,2.2,1483.33,537.5,1600,2.04,2.28,1.82,2.42,2.92,2.42,10.49,Walking
361,28,0.08,0.09,0.08,0.13,0.14,0.07,0.11,0.14,0.1,0.08,0.06,0.14,0.08,0.15,0.09,0.09,0.13,0.11,0.1,0.07,0.09,0.08,0.08,0.11,0.13,0.16,0.11,0.06,0.12,0.09,0,9.68,2.14,1312.5,1750,1575,2.07,2.68,1.86,2.53,3.27,2.53,10.52,Walking
362,28,0.1,0.1,0.08,0.11,0.1,0.13,0.09,0.11,0.1,0.1,0.04,0.16,0.08,0.12,0.13,0.09,0.1,0.13,0.11,0.07,0.08,0.06,0.07,0.11,0.13,0.16,0.08,0.14,0.11,0.09,0,9.7,2.3,2783.33,1550,1550,2.19,2.62,1.82,2.63,3.18,2.63,10.58,Walking
363,28,0.09,0.07,0.12,0.08,0.1,0.18,0.11,0.1,0.08,0.1,0.04,0.14,0.1,0.15,0.13,0.11,0.09,0.08,0.12,0.07,0.08,0.06,0.09,0.13,0.1,0.17,0.1,0.12,0.07,0.1,0,9.67,2.18,1383.33,1700,1733.33,2.1,2.56,1.75,2.54,3.16,2.54,10.49,Walking
364,28,0.07,0.09,0.08,0.11,0.15,0.11,0.11,0.07,0.15,0.08,0.08,0.12,0.1,0.1,0.13,0.08,0.09,0.11,0.16,0.06,0.1,0.07,0.04,0.13,0.14,0.14,0.12,0.09,0.09,0.1,0,9.76,2.16,3150,1500,1175,2.11,2.85,1.93,2.59,3.47,2.59,10.67,Walking
365,28,0.08,0.1,0.06,0.11,0.15,0.09,0.1,0.1,0.11,0.12,0.05,0.15,0.07,0.12,0.12,0.15,0.09,0.1,0.1,0.08,0.13,0.06,0.07,0.07,0.14,0.11,0.13,0.11,0.11,0.09,0,9.64,2.06,2833.33,2012.5,1700,2.2,2.61,1.96,2.67,3.29,2.67,10.57,Walking
366,28,0.09,0.06,0.1,0.14,0.1,0.07,0.08,0.12,0.15,0.11,0.08,0.14,0.1,0.1,0.09,0.1,0.13,0.06,0.13,0.1,0.13,0.08,0.07,0.09,0.1,0.13,0.1,0.1,0.12,0.11,0,9.75,2.13,1050,1050,2275,2.31,2.96,2.11,2.85,3.62,2.85,10.75,Walking
367,28,0.13,0.13,0.06,0.07,0.12,0.09,0.09,0.1,0.11,0.11,0.07,0.16,0.07,0.1,0.12,0.07,0.12,0.11,0.08,0.12,0.11,0.1,0.06,0.15,0.07,0.1,0.12,0.06,0.17,0.07,0,9.72,2.11,1820,831.82,2525,2.35,2.98,1.97,2.83,3.61,2.83,10.66,Walking
368,28,0.11,0.11,0.07,0.1,0.11,0.05,0.11,0.1,0.14,0.12,0.12,0.08,0.14,0.07,0.09,0.12,0.1,0.11,0.08,0.11,0.12,0.09,0.1,0.06,0.1,0.1,0.13,0.14,0.09,0.1,0,9.7,2.09,2012.5,1260,1000,2.43,3.15,2.01,2.92,3.93,2.92,10.7,Walking
369,28,0.09,0.09,0.12,0.08,0.11,0.11,0.09,0.11,0.11,0.11,0.13,0.1,0.08,0.1,0.1,0.12,0.11,0.09,0.09,0.12,0.11,0.11,0.08,0.07,0.1,0.16,0.09,0.09,0.11,0.1,0,9.72,2.12,2033.33,855,1525,2.2,3.13,2.02,2.7,3.9,2.7,10.64,Walking
370,28,0.09,0.07,0.11,0.1,0.1,0.11,0.1,0.09,0.14,0.11,0.13,0.1,0.1,0.11,0.09,0.09,0.13,0.09,0.07,0.12,0.16,0.08,0.05,0.12,0.07,0.13,0.08,0.11,0.12,0.11,0,9.63,2.04,3525,865,2716.67,2.36,3.16,2.18,2.93,3.98,2.93,10.64,Walking
371,28,0.09,0.06,0.11,0.12,0.1,0.07,0.09,0.1,0.14,0.13,0.12,0.08,0.12,0.12,0.07,0.12,0.08,0.07,0.12,0.12,0.14,0.07,0.07,0.08,0.14,0.13,0.08,0.13,0.09,0.1,0,9.75,2.16,2025,1106.25,1840,2.33,3.07,2.08,2.86,3.75,2.86,10.72,Walking
372,28,0.11,0.09,0.06,0.11,0.1,0.11,0.11,0.08,0.13,0.13,0.11,0.12,0.1,0.1,0.08,0.14,0.09,0.09,0.09,0.1,0.12,0.1,0.06,0.07,0.08,0.14,0.14,0.09,0.12,0.09,0,9.63,2.09,1307.14,704.17,3025,2.39,2.97,2.03,2.86,3.72,2.86,10.62,Walking
373,28,0.09,0.14,0.07,0.13,0.09,0.09,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.14,0.08,0.07,0.11,0.11,0.08,0.11,0.11,0.13,0.05,0.09,0.1,0.12,0.11,0.1,0.1,0.11,0,9.72,2.09,2025,1610,1525,2.22,3.1,2.07,2.75,3.83,2.75,10.66,Walking
374,28,0.1,0.07,0.07,0.14,0.13,0.1,0.08,0.11,0.11,0.13,0.12,0.09,0.08,0.14,0.08,0.14,0.07,0.09,0.09,0.12,0.16,0.11,0.08,0.05,0.1,0.11,0.11,0.12,0.09,0.11,0,9.71,2,1762.5,1150,1750,2.26,3.11,2.19,2.78,3.96,2.78,10.7,Walking
375,28,0.08,0.08,0.09,0.1,0.12,0.12,0.09,0.1,0.12,0.11,0.13,0.1,0.1,0.12,0.09,0.07,0.08,0.15,0.06,0.13,0.14,0.1,0.07,0.09,0.12,0.11,0.08,0.12,0.08,0.11,0,9.69,2.05,2575,945,1350,2.22,3.19,2.2,2.7,3.89,2.7,10.66,Walking
376,28,0.11,0.08,0.11,0.08,0.1,0.09,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.08,0.08,0.08,0.13,0.07,0.11,0.12,0.15,0.1,0.1,0.07,0.08,0.1,0.09,0.11,0.13,0.1,0,9.7,2.07,2633.33,711.54,2225,2.31,3.27,2.28,2.84,4.03,2.84,10.71,Walking
377,28,0.11,0.08,0.13,0.06,0.09,0.08,0.12,0.13,0.1,0.13,0.11,0.1,0.09,0.11,0.1,0.07,0.11,0.11,0.1,0.13,0.18,0.07,0.09,0.06,0.11,0.08,0.09,0.12,0.11,0.11,0,9.75,2.08,1933.33,667.86,1316.67,2.35,3.2,2.2,2.86,3.91,2.86,10.73,Walking
378,28,0.12,0.12,0.09,0.08,0.1,0.06,0.11,0.11,0.1,0.13,0.12,0.09,0.11,0.09,0.1,0.13,0.08,0.09,0.11,0.12,0.14,0.15,0.09,0.11,0.06,0.08,0.07,0.11,0.11,0.1,0,9.8,2.02,2475,943.75,2250,2.45,3.13,2.1,3.02,3.91,3.02,10.76,Walking
379,28,0.11,0.11,0.11,0.07,0.07,0.1,0.11,0.09,0.12,0.13,0.13,0.07,0.15,0.11,0.08,0.06,0.09,0.1,0.1,0.14,0.13,0.19,0.1,0.06,0.06,0.07,0.1,0.11,0.11,0.11,0,9.75,2.04,1450,808.33,1283.33,2.42,3.38,2.2,2.97,4.15,2.97,10.71,Walking
380,28,0.12,0.15,0.07,0.08,0.06,0.1,0.11,0.09,0.14,0.12,0.15,0.07,0.12,0.08,0.09,0.09,0.11,0.1,0.12,0.11,0.16,0.12,0.15,0.07,0.07,0.03,0.08,0.11,0.12,0.13,0,9.59,2.17,1475,830,3350,2.41,3.35,2.33,2.91,4.16,2.91,10.61,Walking
381,28,0.13,0.09,0.13,0.1,0.07,0.05,0.12,0.09,0.1,0.14,0.14,0.05,0.12,0.09,0.1,0.07,0.1,0.14,0.07,0.14,0.14,0.15,0.13,0.08,0.06,0.07,0.06,0.11,0.11,0.12,0,9.91,2.1,1412.5,690.91,1720,2.48,3.33,2.24,3.07,4.21,3.07,10.92,Walking
382,28,0.15,0.1,0.1,0.07,0.07,0.08,0.04,0.13,0.14,0.14,0.12,0.1,0.1,0.1,0.08,0.07,0.09,0.14,0.11,0.11,0.19,0.15,0.11,0.05,0.04,0.03,0.06,0.14,0.13,0.12,0,9.74,2.06,1750,822.73,1737.5,2.51,3.36,2.39,3.01,4.11,3.01,10.79,Walking
383,28,0.12,0.11,0.1,0.1,0.1,0.06,0.08,0.09,0.13,0.13,0.16,0.08,0.1,0.09,0.08,0.12,0.05,0.11,0.1,0.14,0.13,0.13,0.13,0.09,0.07,0.06,0.09,0.1,0.1,0.12,0,9.58,2.14,2950,977.78,1325,2.33,3.6,2.18,2.88,4.46,2.88,10.57,Walking
384,28,0.19,0.08,0.09,0.07,0.11,0.07,0.07,0.1,0.08,0.15,0.17,0.09,0.09,0.06,0.08,0.1,0.05,0.12,0.08,0.19,0.2,0.15,0.08,0.06,0.08,0.06,0.06,0.09,0.11,0.13,0,9.83,2.04,1000,780,2300,2.77,3.99,2.4,3.47,4.89,3.47,11.01,Walking
385,28,0.1,0.09,0.12,0.09,0.12,0.07,0.12,0.07,0.1,0.13,0.16,0.04,0.15,0.08,0.07,0.07,0.08,0.11,0.13,0.12,0.14,0.16,0.1,0.09,0.08,0.06,0.07,0.11,0.09,0.12,0,9.87,2.11,1925,1271.43,1166.67,2.25,3.51,2.24,2.82,4.3,2.82,10.8,Walking
386,28,0.11,0.09,0.12,0.12,0.08,0.08,0.1,0.08,0.1,0.14,0.14,0.08,0.09,0.11,0.08,0.09,0.09,0.12,0.1,0.13,0.08,0.12,0.11,0.14,0.08,0.09,0.1,0.1,0.1,0.11,0,9.73,2.26,1950,1166.67,1142.86,2.28,3.27,2,2.84,4.02,2.84,10.64,Walking
387,28,0.12,0.07,0.14,0.1,0.07,0.12,0.1,0.06,0.12,0.12,0.13,0.05,0.12,0.14,0.06,0.09,0.1,0.11,0.1,0.11,0.09,0.12,0.13,0.1,0.11,0.07,0.12,0.07,0.11,0.1,0,9.74,2.25,1262.5,910,3050,2.2,3.12,2.09,2.71,3.9,2.71,10.65,Walking
388,28,0.11,0.12,0.08,0.09,0.11,0.1,0.08,0.07,0.15,0.12,0.13,0.1,0.08,0.12,0.08,0.05,0.12,0.08,0.13,0.13,0.15,0.08,0.08,0.11,0.13,0.07,0.12,0.11,0.06,0.11,0,9.75,2.03,2275,669.23,3575,2.26,3.33,2.11,2.72,4.01,2.72,10.71,Walking
