ground.truth,v1,v2,v3,v4,v5,v6
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2505,-0.4083,1.1665,0.4337,-0.3779,1.2421
nominal,0.3821,0.0341,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1355,-0.2933,0.4903,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0473,-0.2490,0.4903,0.8949,-0.3779,1.0044
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7892,0.4941,-0.3662,1.2468,-0.3779,0.8856
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0295,-0.2579,0.3551,0.6936,0.4186,0.9861
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5698,-0.0013,0.0395,0.4666,0.2478,0.9191
nominal,0.6059,0.7198,-0.1859,0.7814,1.4697,1.1415
nominal,0.1309,0.1535,-0.0056,0.6953,-0.3779,1.2238
nominal,0.0517,-0.3463,-0.0957,1.6991,-0.3779,0.9618
nominal,-0.5329,-0.4481,0.8961,0.1122,1.2351,1.2360
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,4.3416,-0.4437,-0.5465,-0.8596,-0.3779,-0.9457
nominal,0.0366,-0.2534,-0.5916,0.9767,-0.3779,0.1969
nominal,-0.5441,-0.4525,1.0313,0.1924,0.1275,0.9587
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1301,-0.2844,0.1748,1.5291,-0.3779,0.5504
nominal,0.0691,-0.4437,-0.3662,1.4936,-0.3779,0.9922
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2429,-0.3065,-0.0507,0.7565,-0.3779,0.9465
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6470,0.4588,-0.0957,1.5607,-0.3779,1.3701
nominal,1.7448,5.0726,-0.5015,-0.8596,-0.3779,-0.9457
nominal,12.7439,-0.4525,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6767,1.4231,0.6707,0.4548,0.0903,0.8186
nominal,-0.0810,-0.3508,-0.1859,0.1953,-0.3779,0.8003
nominal,0.7773,0.9542,0.7608,0.2835,0.0558,0.6662
anomaly,-0.3432,-0.4481,0.4903,0.9641,0.5092,1.1873
anomaly,0.0010,-0.4127,0.2649,1.2181,1.0712,1.6809
nominal,0.0994,-0.4171,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.1926,-0.4215,0.4002,0.4303,-0.3779,1.4158
nominal,-0.3660,-0.4260,-0.1408,0.5080,1.4955,1.4828
nominal,-0.5073,-0.4392,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.6110,-0.4260,0.1297,0.8295,1.5477,0.5138
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2097,-0.4304,0.9411,1.3637,0.4135,0.8094
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.5748,2.4892,-0.3211,1.6261,-0.3779,0.4133
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0700,-0.4525,0.1748,-0.8596,-0.3779,-0.9457
nominal,-0.2121,-0.3906,1.2116,0.4561,0.1006,1.0105
nominal,-0.1320,-0.2844,0.4903,1.3308,-0.3779,1.0014
nominal,-0.5058,-0.4525,0.0846,0.6476,1.4924,0.9130
anomaly,0.1922,-0.2004,-0.2310,1.2004,2.2621,1.1324
nominal,0.3772,0.4632,0.4002,1.3308,0.5353,0.9770
nominal,0.4290,-0.0942,-0.0507,-0.8596,-0.3779,-0.9457
nominal,0.0627,-0.1207,0.8510,0.2210,3.2028,0.6022
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0896,-0.4083,0.5354,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.1086,-0.3994,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6584,1.3656,0.4002,-0.8596,-0.3779,-0.9457
nominal,-0.1138,0.2597,1.8879,0.3721,-0.3779,0.4651
nominal,-0.1941,-0.3242,5.4493,0.7354,-0.3779,0.6784
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3040,-0.4481,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.5376,-0.4481,0.4002,0.4223,0.4379,1.3274
nominal,0.5801,0.7109,-0.2761,0.8392,-0.3779,1.0532
nominal,-0.0242,-0.3596,-0.0507,0.9299,0.5536,1.2208
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1370,-0.3685,-0.2310,-0.8596,-0.3779,-0.9457
nominal,0.0178,-0.3242,-0.3211,0.9632,-0.3779,1.1446
nominal,0.5547,1.4143,0.4452,0.9637,-0.3779,0.9618
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2478,1.2329,-0.0056,0.7316,-0.3779,1.0501
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0220,0.0606,0.5354,0.5586,-0.3779,1.2756
anomaly,0.2122,-0.3773,-0.4113,0.9413,3.1237,1.5407
nominal,-0.0002,-0.1605,-0.1859,0.6472,-0.3779,1.2969
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.7165,3.5862,-0.3662,-0.8596,-0.3779,-0.9457
nominal,0.1076,-0.0455,-0.3662,1.2160,-0.3779,1.0288
nominal,1.2138,4.0021,0.0846,1.8244,0.4172,0.8399
nominal,0.4182,-0.4392,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.3122,-0.4481,0.1297,0.9472,-0.3779,0.9922
nominal,-0.2873,-0.4481,-0.2310,1.8029,-0.3779,0.4377
anomaly,0.1518,-0.3331,-0.1408,1.3915,1.5837,1.6291
nominal,1.5715,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4739,0.5163,0.0846,-0.8596,-0.3779,-0.9457
nominal,-0.0278,-0.0190,0.4903,-0.8596,-0.3779,-0.9457
nominal,-0.1934,-0.2534,1.4370,1.0852,0.8161,0.9892
nominal,-0.0830,-0.2490,2.0231,0.6059,-0.0958,1.2330
nominal,0.1411,0.2641,1.0764,3.0401,-0.3779,0.8795
nominal,-0.1170,-0.0942,-0.2761,0.6109,-0.3779,0.9557
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8483,2.5865,-0.1408,1.0506,-0.3779,0.5931
nominal,0.7336,3.1572,0.3100,0.2755,0.5002,0.6753
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0576,0.0783,1.8879,0.5274,0.0633,0.7759
nominal,0.3335,0.0429,-0.2310,1.0422,-0.3779,1.2909
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0263,-0.3994,0.1297,0.5388,-0.3779,1.1446
nominal,0.7980,1.5558,-0.3211,1.1974,1.1747,0.9435
nominal,0.0693,-0.4171,-0.4113,1.1886,-0.3779,1.4554
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2697,-0.4171,-0.2310,1.2021,3.1145,1.0379
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3381,-0.4392,0.5354,0.4029,-0.3779,0.9557
nominal,0.3035,-0.0632,0.4903,0.8135,-0.3779,1.2269
nominal,0.5734,1.6177,-0.3662,0.4818,-0.3779,0.6631
nominal,0.5395,-0.0986,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2100,-0.3817,0.4452,1.2907,0.1821,1.1933
nominal,0.5515,0.3836,-0.0056,1.1139,-0.3779,1.2299
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3247,0.7286,0.2198,0.4666,-0.3779,0.9404
nominal,0.5183,1.3877,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1103,-0.3950,-0.0507,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6230,-0.1119,-0.0056,1.4405,0.5610,1.2848
nominal,1.2006,4.9487,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3545,0.3968,-0.1408,0.5071,2.1680,1.3183
nominal,-0.1970,-0.2756,-0.5916,1.0970,-0.3779,0.3859
nominal,0.3374,-0.2579,1.0313,0.8873,-0.3779,1.2391
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2946,-0.1605,0.5805,0.9227,0.9797,0.8064
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3283,-0.4437,0.0395,1.0683,1.7432,0.8125
nominal,0.0957,-0.0942,0.8961,1.1797,0.5398,1.1598
nominal,-0.0357,-0.3198,-0.2310,-0.8596,-0.3779,-0.9457
nominal,0.2781,0.1314,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.0391,-0.4083,0.3100,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6016,0.6003,0.3100,0.8856,0.7281,1.0562
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0278,-0.3419,0.1748,0.7135,0.5728,1.3091
nominal,-0.2143,-0.3950,-0.2310,0.9594,-0.3779,1.3487
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1116,-0.2402,0.3551,-0.8596,-0.3779,-0.9457
nominal,-0.1599,-0.3994,-0.2310,0.6928,1.2599,1.1446
nominal,-0.0781,-0.3773,-0.3211,0.4092,-0.3779,1.2665
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3725,-0.4525,-0.1408,-0.8596,-0.3779,-0.9457
anomaly,3.0391,1.1311,-0.5465,2.2422,9.6566,0.6784
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8332,0.5959,-0.1859,1.6371,-0.3779,1.1202
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2705,-0.4083,0.4452,0.4624,-0.3779,1.4706
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.9396,2.4405,-0.1859,1.5784,-0.3779,0.3889
nominal,-0.2217,-0.3950,0.2198,-0.8596,-0.3779,-0.9457
nominal,-0.0857,-0.3109,0.9411,0.2156,-0.3779,1.2482
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3145,-0.4348,0.0846,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.4263,-0.4525,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1736,-0.1650,0.2198,1.3531,0.4848,1.2269
nominal,-0.1408,-0.3154,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.0717,0.2907,1.8428,0.0029,-0.3779,1.3091
nominal,6.2650,-0.3906,-0.5015,5.5008,-0.3779,0.6449
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1553,-0.1075,-0.1859,0.8012,0.5713,0.9039
nominal,0.9865,0.5782,-0.2761,1.0654,0.6939,0.9861
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1611,-0.3773,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.2609,-0.4525,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.2421,-0.2313,-0.2310,1.1464,2.0590,0.8155
nominal,-0.1447,-0.4304,-0.3211,0.8911,-0.3779,0.1878
nominal,0.3728,0.1093,0.2649,0.7139,0.1013,1.2665
nominal,-0.4301,-0.3861,0.1748,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0495,-0.2756,-0.2310,0.9962,2.5461,0.6784
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2021,0.7153,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.2356,-0.3109,0.1748,-0.8596,-0.3779,-0.9457
nominal,-0.0551,-0.3950,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2158,-0.1915,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0576,0.1447,0.7157,-0.8596,-0.3779,-0.9457
nominal,0.0694,-0.1959,-0.3662,1.0974,-0.3779,1.0075
nominal,-0.2028,-0.2357,0.2649,1.2692,-0.3779,0.8277
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5219,0.5738,-0.4113,-0.8596,-0.3779,-0.9457
nominal,0.4766,0.3791,-0.1408,1.0843,-0.3779,1.1385
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1275,-0.3640,-0.3211,1.6531,2.7024,1.6778
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0088,-0.4038,-0.3662,-0.8596,-0.3779,-0.9457
nominal,0.0276,-0.2579,0.2198,0.5054,-0.3779,0.7911
nominal,0.4868,-0.2136,0.4002,1.9050,-0.3779,1.1415
nominal,0.3262,0.4543,0.7157,-0.8596,-0.3779,-0.9457
nominal,-0.2117,-0.3109,-0.1408,0.6472,-0.3779,0.6906
nominal,0.1934,-0.2357,0.3100,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.9795,1.5337,0.4002,0.3320,0.1923,0.7485
nominal,1.1982,0.1580,-0.1408,0.6282,-0.3779,0.7637
nominal,-0.1008,-0.4038,-0.2310,0.4877,-0.3779,1.4706
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0691,-0.4304,0.3100,0.5481,0.7331,0.7454
anomaly,1.3515,-0.3773,-0.5015,1.6240,4.6603,1.3061
nominal,0.0395,-0.4525,-0.3662,-0.8596,-0.3779,-0.9457
nominal,0.1303,0.5163,0.9411,0.0531,-0.3779,0.6814
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2544,-0.3021,0.8961,-0.0701,0.4749,1.1964
nominal,-0.1516,-0.3685,0.6256,1.1974,-0.3779,1.0105
nominal,2.1750,-0.3552,-0.5015,2.3649,-0.3779,0.3889
nominal,0.0613,-0.3286,0.0846,0.8295,-0.3779,1.0684
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0512,-0.3331,0.4452,0.1362,-0.3779,1.3122
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.6062,-0.4525,6.1706,1.4831,-0.3779,0.1634
nominal,1.4602,2.2592,-0.4564,1.1016,1.7962,0.4529
nominal,0.2881,-0.1075,-0.1408,0.2974,-0.3779,1.0532
nominal,0.2527,0.1845,0.2649,0.6021,-0.3779,1.2055
nominal,-0.3767,-0.3994,0.5354,-0.8596,-0.3779,-0.9457
nominal,0.4653,0.1093,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0415,-0.0721,0.8961,0.5147,0.2675,1.3244
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2360,-0.3861,-0.0056,0.3362,-0.3779,1.2848
nominal,0.4101,0.3659,-0.4113,1.1869,-0.3779,1.2055
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3388,-0.4525,-0.4113,-0.8596,-0.3779,-0.9457
nominal,0.0598,-0.3817,0.0846,-0.8596,-0.3779,-0.9457
nominal,0.0987,-0.3552,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.0923,-0.4392,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.0730,-0.4481,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2495,0.0916,0.7608,1.2797,-0.3779,0.9435
nominal,0.1318,-0.3463,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.2798,-0.4171,-0.1408,0.6181,1.6320,1.3914
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.4795,-0.4392,1.1665,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2451,0.3791,1.0313,1.0502,-0.3779,1.3914
nominal,0.1177,0.1181,-0.1408,0.9679,2.7262,0.7149
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5979,1.2063,-0.3211,0.0784,-0.3779,0.5595
nominal,0.1812,-0.1340,-0.0056,0.7696,1.8417,1.0105
nominal,-0.3630,-0.3640,1.3018,0.4995,-0.3779,0.0812
nominal,0.1155,-0.2933,0.1748,0.8700,0.6105,1.2604
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2395,-0.4038,1.1665,0.5970,-0.3779,0.7546
nominal,0.0308,-0.3994,0.4452,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0920,-0.0588,0.3100,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.0449,2.8873,0.2198,0.7113,-0.3779,0.8795
nominal,0.1030,-0.1517,0.9862,0.8662,0.0064,1.1598
nominal,-0.0982,-0.4304,0.6707,-0.8596,-0.3779,-0.9457
nominal,0.4644,0.2995,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1519,-0.3773,-0.2761,-0.8596,-0.3779,-0.9457
anomaly,0.1924,-0.3552,-0.3662,1.8118,4.3715,1.5194
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5034,0.2066,-0.1408,0.7489,0.6184,0.6571
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1428,0.2641,-0.2310,0.9683,-0.3779,0.9648
anomaly,4.5930,1.9185,-0.4564,2.2645,1.9188,0.7028
nominal,0.1816,0.1933,-0.4564,0.3400,1.7706,0.6906
nominal,4.5854,-0.3685,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.3894,-0.0676,0.1297,1.5582,-0.3779,0.9679
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1198,-0.3640,0.4002,1.3287,-0.3779,0.9892
nominal,2.1952,-0.4525,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.5579,-0.4481,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8095,2.3299,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0147,-0.4481,-0.2310,1.3839,1.8068,1.4188
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,3.1055,-0.4481,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.1533,-0.3596,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1221,-0.3331,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.2356,0.1004,-0.2761,0.7388,1.2490,1.0684
nominal,0.1196,0.2509,0.0846,0.1012,1.4337,0.9861
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1358,-0.4215,1.0313,1.0097,-0.3779,0.7728
nominal,-0.1235,-0.3331,-0.2761,0.8438,-0.3779,1.4889
nominal,0.1448,-0.1915,1.0313,1.1717,-0.3779,0.8947
nominal,-0.3159,-0.4481,-0.0507,-0.8596,-0.3779,-0.9457
nominal,0.7229,0.5826,0.1748,0.7742,0.2886,0.8673
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0993,-0.0809,1.3018,-0.8596,-0.3779,-0.9457
nominal,0.3794,0.2818,-0.0957,0.1071,0.7559,1.0471
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8144,-0.4525,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.3989,-0.4348,0.5805,0.4700,0.5551,1.3518
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.1560,-0.4260,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.1536,-0.3198,0.5354,-0.8596,-0.3779,-0.9457
nominal,0.0188,-0.2225,0.2198,0.7578,0.2599,1.1355
nominal,-0.1638,-0.3861,0.4002,0.0945,-0.3779,1.1598
nominal,-0.0308,-0.3552,0.3551,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6484,0.1889,0.1748,1.0050,-0.3779,1.1903
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3161,-0.3906,0.0846,0.3569,-0.3779,1.0044
nominal,-0.1042,-0.2800,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.4333,-0.4260,1.4370,1.3776,-0.3779,0.6845
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1628,-0.3640,0.5354,1.5810,0.5610,0.9831
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1845,-0.4525,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3339,-0.4304,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0344,-0.1738,1.8879,0.8417,0.1420,0.9496
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0928,-0.2402,0.3100,0.4569,-0.3779,1.3701
nominal,-0.1413,-0.4215,-0.1859,1.0767,-0.3779,1.1294
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2009,-0.1959,-0.0957,1.2101,-0.3779,1.0501
nominal,-0.3584,-0.4437,0.4903,0.8160,0.6184,1.1355
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0925,-0.0898,0.3100,-0.2650,-0.3779,0.4529
nominal,0.3291,1.6045,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.1773,0.0076,2.4739,-0.8596,-0.3779,-0.9457
nominal,0.0742,-0.2004,-0.2761,0.7253,2.4601,1.0715
nominal,1.0990,4.8691,-0.2761,1.0924,-0.3779,0.8033
nominal,1.0249,1.2594,-0.3662,1.4312,-0.3779,1.1568
nominal,0.1990,-0.2711,-0.2310,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1543,-0.3552,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0788,0.2110,0.3100,1.7780,-0.3779,0.8033
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3940,0.6844,-0.0056,1.0261,-0.3779,1.4158
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3415,-0.4525,0.1748,-0.8596,-0.3779,-0.9457
nominal,0.1911,-0.3729,-0.1859,-0.8596,-0.3779,-0.9457
