label,X1,X2,V2,V3,V4,V5,V6,V7,V8
nominal,0,0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705
nominal,0,0,0.55,0.425,0.145,0.797,0.297,0.15,0.265
nominal,0,0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
nominal,0,1,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
nominal,0,0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
nominal,0,0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845
nominal,0,0,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307
nominal,0,1,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185
nominal,1,0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925
nominal,0,1,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735
nominal,0,1,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208
nominal,0,0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39
nominal,0,0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
nominal,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345
nominal,0,1,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745
nominal,1,0,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185
nominal,0,1,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
nominal,0,1,0.505,0.39,0.15,0.685,0.362,0.131,0.156
nominal,1,0,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
nominal,0,1,0.435,0.34,0.11,0.407,0.1685,0.073,0.13
nominal,0,0,0.615,0.475,0.17,1.055,0.543,0.246,0.2345
nominal,1,0,0.54,0.42,0.19,0.6855,0.293,0.163,0.38
nominal,0,1,0.49,0.375,0.125,0.5445,0.279,0.115,0.13
nominal,0,0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585
nominal,0,0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785
nominal,0,0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
nominal,1,0,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
nominal,0,0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
nominal,1,0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
nominal,1,0,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276
nominal,1,0,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216
nominal,1,0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
nominal,0,1,0.48,0.37,0.125,0.5435,0.244,0.101,0.165
nominal,1,0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074
nominal,1,0,0.63,0.49,0.165,1.2005,0.575,0.273,0.294
nominal,1,0,0.445,0.345,0.09,0.3795,0.143,0.074,0.125
nominal,0,0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
nominal,1,0,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33
nominal,1,0,0.685,0.505,0.19,1.533,0.667,0.4055,0.41
nominal,1,0,0.53,0.41,0.125,0.769,0.346,0.173,0.215
nominal,0,1,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365
nominal,0,0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
nominal,1,0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075
nominal,0,1,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455
nominal,0,1,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725
nominal,0,0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325
nominal,0,1,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215
nominal,1,0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15
nominal,1,0,0.595,0.455,0.15,1.044,0.518,0.2205,0.27
nominal,0,1,0.455,0.355,0.105,0.372,0.138,0.0765,0.135
nominal,1,0,0.685,0.52,0.165,1.519,0.699,0.3685,0.4
nominal,0,0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
nominal,1,0,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315
nominal,1,0,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385
nominal,1,0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
nominal,0,0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185
nominal,0,1,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185
nominal,0,1,0.435,0.34,0.12,0.396,0.1775,0.081,0.125
nominal,1,0,0.715,0.535,0.19,1.6755,0.889,0.313,0.42
nominal,1,0,0.59,0.45,0.155,0.874,0.369,0.2135,0.24
nominal,0,0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196
nominal,0,0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185
nominal,0,0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16
nominal,0,0,0.49,0.37,0.14,0.585,0.243,0.115,0.195
nominal,1,0,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525
nominal,1,0,0.525,0.4,0.13,0.622,0.2655,0.147,0.184
nominal,1,0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52
nominal,0,1,0.485,0.39,0.125,0.591,0.287,0.141,0.12
nominal,0,0,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
nominal,1,0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315
nominal,0,0,0.705,0.53,0.17,1.564,0.612,0.394,0.44
nominal,1,0,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39
nominal,0,0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
nominal,1,0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205
nominal,1,0,0.61,0.46,0.16,1,0.494,0.197,0.275
nominal,1,0,0.54,0.455,0.14,0.972,0.419,0.255,0.269
nominal,0,0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965
nominal,1,0,0.605,0.475,0.175,1.201,0.5395,0.275,0.309
nominal,1,0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315
nominal,1,0,0.45,0.35,0.13,0.46,0.174,0.111,0.135
nominal,0,0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
nominal,0,0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
nominal,1,0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385
nominal,0,0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825
nominal,1,0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
nominal,0,0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356
nominal,0,1,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386
nominal,0,0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109
nominal,0,0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13
nominal,1,0,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391
nominal,1,0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
nominal,1,0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17
nominal,0,0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
nominal,1,0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965
nominal,1,0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
nominal,0,0,0.64,0.49,0.18,1.36,0.653,0.347,0.305
nominal,0,0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
nominal,0,0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105
nominal,0,0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413
nominal,0,0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
nominal,0,0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175
nominal,0,1,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15
nominal,0,1,0.53,0.43,0.14,0.677,0.298,0.0965,0.23
nominal,1,0,0.575,0.45,0.13,0.785,0.318,0.193,0.2265
nominal,0,0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
nominal,0,0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
nominal,0,0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
nominal,0,0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29
nominal,1,0,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495
nominal,1,0,0.52,0.415,0.175,0.753,0.258,0.171,0.255
nominal,1,0,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235
nominal,1,0,0.61,0.365,0.155,1.0765,0.488,0.249,0.27
nominal,1,0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
nominal,1,0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
nominal,0,1,0.48,0.355,0.11,0.4495,0.201,0.089,0.14
nominal,1,0,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345
nominal,1,0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
nominal,1,0,0.47,0.375,0.13,0.523,0.214,0.132,0.145
nominal,0,0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183
nominal,0,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31
nominal,0,1,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15
nominal,0,1,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125
nominal,0,0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285
nominal,0,1,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21
nominal,0,1,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
nominal,1,0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005
nominal,0,1,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075
nominal,1,0,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365
nominal,1,0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38
nominal,1,0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081
nominal,0,1,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325
nominal,1,0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
nominal,0,0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295
nominal,0,1,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925
nominal,1,0,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
nominal,1,0,0.555,0.455,0.135,0.837,0.382,0.171,0.235
nominal,1,0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415
nominal,1,0,0.57,0.45,0.14,0.795,0.3385,0.148,0.245
nominal,0,0,0.525,0.42,0.16,0.756,0.2745,0.173,0.275
nominal,0,1,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154
nominal,1,0,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339
nominal,1,0,0.52,0.4,0.125,0.559,0.254,0.139,0.149
nominal,0,1,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595
nominal,0,0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345
nominal,0,0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199
nominal,0,0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015
nominal,1,0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
anomaly,1,0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005
nominal,0,1,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335
nominal,0,1,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
nominal,0,1,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192
nominal,1,0,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
anomaly,0,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017
nominal,0,1,0.44,0.34,0.12,0.438,0.2115,0.083,0.12
nominal,0,1,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105
nominal,0,1,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895
nominal,0,0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
nominal,0,1,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725
nominal,0,0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36
nominal,0,1,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
nominal,0,0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125
nominal,0,1,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
nominal,1,0,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327
nominal,0,0,0.625,0.495,0.165,1.262,0.507,0.318,0.39
nominal,0,0,0.58,0.45,0.155,0.93,0.385,0.246,0.265
nominal,0,0,0.615,0.48,0.165,1.1615,0.513,0.301,0.305
nominal,1,0,0.625,0.495,0.155,1.025,0.46,0.1945,0.34
nominal,1,0,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262
nominal,0,0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3
nominal,0,1,0.47,0.37,0.11,0.5555,0.25,0.115,0.163
nominal,1,0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605
nominal,0,0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309
nominal,0,1,0.53,0.4,0.125,0.617,0.279,0.127,0.19
nominal,1,0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
nominal,0,0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845
nominal,1,0,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
nominal,0,0,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11
nominal,0,0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131
nominal,0,0,0.61,0.45,0.16,1.136,0.414,0.311,0.3
nominal,1,0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
nominal,1,0,0.57,0.45,0.135,1.02,0.546,0.204,0.25
nominal,1,0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145
nominal,1,0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
nominal,0,0,0.595,0.475,0.165,1.148,0.444,0.214,0.37
nominal,0,0,0.635,0.5,0.19,1.29,0.593,0.3045,0.352
nominal,0,0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245
nominal,0,1,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165
nominal,0,1,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244
nominal,1,0,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415
nominal,1,0,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355
nominal,1,0,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159
nominal,0,0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
nominal,1,0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065
nominal,0,1,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
nominal,1,0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355
nominal,0,0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253
nominal,1,0,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
nominal,1,0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
nominal,0,0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125
nominal,0,0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
nominal,1,0,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085
nominal,0,0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
nominal,0,0,0.545,0.43,0.14,0.832,0.4355,0.17,0.201
nominal,0,0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207
nominal,0,0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37
nominal,0,0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349
nominal,1,0,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308
nominal,0,0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055
nominal,0,0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
nominal,0,0,0.63,0.485,0.185,1.167,0.548,0.2485,0.34
nominal,1,0,0.59,0.455,0.155,0.8855,0.388,0.188,0.275
nominal,1,0,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305
nominal,1,0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
nominal,1,0,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265
nominal,0,0,0.57,0.465,0.155,0.9685,0.446,0.261,0.255
nominal,0,0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271
nominal,1,0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
nominal,1,0,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155
nominal,0,0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
nominal,0,0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305
nominal,0,1,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425
nominal,0,1,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
nominal,1,0,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535
nominal,0,0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245
nominal,1,0,0.505,0.405,0.11,0.625,0.305,0.16,0.175
nominal,0,0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435
nominal,0,0,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15
nominal,1,0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
nominal,0,0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355
nominal,0,1,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345
nominal,0,1,0.5,0.385,0.12,0.516,0.197,0.1305,0.165
nominal,0,0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31
nominal,0,0,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175
nominal,0,0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415
nominal,1,0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287
nominal,0,0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269
nominal,0,1,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19
nominal,0,0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
nominal,1,0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097
nominal,1,0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305
nominal,0,1,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
nominal,0,1,0.45,0.355,0.11,0.4585,0.194,0.067,0.14
nominal,1,0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
nominal,1,0,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
nominal,1,0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405
nominal,0,0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22
nominal,0,0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
nominal,1,0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695
nominal,0,1,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171
nominal,0,1,0.445,0.32,0.12,0.378,0.152,0.0825,0.12
nominal,1,0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28
nominal,0,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
nominal,1,0,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545
nominal,1,0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15
nominal,0,0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
nominal,0,0,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795
nominal,0,0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
nominal,1,0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07
nominal,0,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2
nominal,0,0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
nominal,0,0,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285
nominal,1,0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
nominal,0,1,0.545,0.405,0.13,0.658,0.327,0.1445,0.174
nominal,0,0,0.405,0.325,0.11,0.3555,0.151,0.063,0.117
nominal,0,0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
nominal,0,0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259
nominal,0,1,0.385,0.28,0.085,0.2175,0.097,0.038,0.067
nominal,0,0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
nominal,1,0,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765
nominal,1,0,0.39,0.285,0.095,0.271,0.11,0.06,0.08
nominal,1,0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19
nominal,1,0,0.59,0.5,0.15,1.142,0.485,0.265,0.345
nominal,0,1,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165
nominal,0,1,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126
nominal,0,0,0.47,0.375,0.125,0.5615,0.252,0.137,0.18
nominal,0,0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395
nominal,0,1,0.55,0.43,0.145,0.712,0.3025,0.152,0.225
nominal,0,0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
nominal,0,0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
nominal,1,0,0.44,0.335,0.11,0.394,0.157,0.096,0.122
nominal,0,1,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1
nominal,0,1,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055
nominal,1,0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167
nominal,1,0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445
nominal,0,0,0.515,0.43,0.14,0.834,0.367,0.2,0.23
nominal,1,0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32
nominal,1,0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175
nominal,0,0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33
nominal,0,0,0.62,0.465,0.14,1.011,0.479,0.2385,0.255
nominal,1,0,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205
nominal,1,0,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795
anomaly,0,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
nominal,0,1,0.46,0.34,0.09,0.384,0.1795,0.068,0.11
nominal,0,1,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485
nominal,1,0,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
nominal,0,1,0.55,0.435,0.125,0.741,0.348,0.1585,0.206
nominal,0,0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424
nominal,0,0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354
nominal,0,1,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305
nominal,0,0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
nominal,0,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281
nominal,0,0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
nominal,0,1,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147
nominal,1,0,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955
nominal,0,1,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24
nominal,0,0,0.605,0.475,0.175,1.076,0.463,0.2195,0.335
nominal,1,0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
nominal,1,0,0.58,0.47,0.165,1.041,0.54,0.166,0.279
nominal,0,1,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236
nominal,1,0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
nominal,0,0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985
nominal,0,1,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
nominal,0,0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625
nominal,0,0,0.64,0.525,0.175,1.382,0.646,0.3115,0.37
nominal,1,0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165
nominal,0,1,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785
nominal,1,0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255
nominal,0,1,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
nominal,0,0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
nominal,0,1,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07
nominal,0,1,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105
nominal,1,0,0.67,0.54,0.175,1.482,0.739,0.2925,0.365
nominal,1,0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
nominal,1,0,0.655,0.55,0.18,1.274,0.586,0.281,0.365
nominal,1,0,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584
nominal,0,1,0.495,0.375,0.115,0.507,0.241,0.103,0.15
nominal,0,1,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103
nominal,1,0,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
nominal,0,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185
nominal,0,0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12
nominal,1,0,0.61,0.475,0.155,1.168,0.554,0.239,0.3295
nominal,0,0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306
nominal,1,0,0.495,0.395,0.12,0.553,0.224,0.1375,0.167
nominal,1,0,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535
nominal,1,0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22
nominal,1,0,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485
nominal,0,0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17
nominal,1,0,0.535,0.44,0.165,0.875,0.279,0.18,0.3
nominal,1,0,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665
nominal,1,0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25
nominal,1,0,0.58,0.46,0.15,1.0165,0.491,0.221,0.265
nominal,0,1,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12
nominal,0,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4
nominal,1,0,0.515,0.39,0.14,0.678,0.341,0.1325,0.119
nominal,1,0,0.385,0.255,0.1,0.3175,0.137,0.068,0.092
nominal,0,0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
nominal,0,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288
nominal,0,1,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105
nominal,0,1,0.485,0.345,0.16,0.869,0.3085,0.185,0.319
nominal,0,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335
nominal,0,1,0.53,0.38,0.125,0.616,0.292,0.113,0.185
nominal,1,0,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321
nominal,0,1,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945
nominal,1,0,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
nominal,1,0,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195
nominal,1,0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185
nominal,0,0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
nominal,1,0,0.605,0.475,0.14,1.1175,0.555,0.257,0.274
nominal,0,0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705
nominal,0,0,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231
nominal,0,1,0.47,0.375,0.105,0.441,0.167,0.0865,0.145
nominal,0,1,0.45,0.33,0.105,0.448,0.208,0.089,0.12
nominal,0,0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
nominal,1,0,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33
nominal,0,0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595
nominal,0,0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475
nominal,1,0,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405
nominal,0,0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655
nominal,0,1,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985
