label,x1,x2,x3,x4,x5,x6,x7,x8
nominal,74.0,47.3,1017.2,19.3,2.4,11.8,88.0,57.0
nominal,76.0,52.7,1016.8,19.7,6.1,11.8,88.0,68.0
nominal,69.5,56.4,1013.4,12.4,6.4,15.9,79.0,60.1
nominal,64.7,46.2,1015.8,19.9,11.3,19.8,75.0,54.0
nominal,66.2,44.2,1018.7,19.9,4.6,11.1,80.1,51.1
nominal,69.2,50.5,1018.7,19.7,2.2,9.9,80.1,57.9
anomaly,74.7,67.0,1011.4,5.7,5.1,14.0,81.0,71.1
nominal,79.8,65.4,1012.3,17.4,5.3,11.8,96.1,66.9
anomaly,74.4,67.2,1015.6,14.0,6.7,15.0,84.9,69.1
nominal,72.7,62.7,1014.5,14.6,3.0,8.0,89.1,60.1
nominal,77.8,65.4,1012.7,16.3,7.4,15.9,90.0,66.0
nominal,82.5,66.9,1008.8,18.4,12.7,19.8,97.0,71.1
nominal,75.3,64.1,1019.5,15.9,4.5,9.9,82.0,68.0
nominal,69.1,57.4,1022.9,19.1,3.3,7.0,78.1,60.1
nominal,69.9,57.8,1021.4,19.9,5.6,11.8,81.0,59.0
nominal,76.3,64.5,1016.1,12.9,6.1,9.9,91.9,66.0
nominal,82.3,66.8,1012.6,11.5,7.5,15.0,93.0,71.1
nominal,65.5,51.9,1016.5,20.0,4.7,8.9,73.9,55.9
anomaly,66.6,55.5,1013.3,17.9,3.4,12.8,84.0,55.9
nominal,54.4,42.2,1023.9,17.6,2.7,9.9,66.9,42.1
nominal,57.8,44.9,1021.3,18.2,2.2,8.0,71.1,46.0
nominal,58.9,46.6,1021.4,17.0,6.8,15.9,70.0,48.0
nominal,65.2,57.7,1017.2,6.4,4.7,11.8,82.9,53.1
nominal,71.7,60.8,1016.2,11.6,4.2,9.9,84.0,57.9
nominal,71.1,59.8,1015.4,9.4,5.6,12.8,82.9,59.0
nominal,74.3,65.1,1011.5,8.2,8.2,15.0,84.9,64.9
nominal,50.3,38.4,1024.8,18.5,5.7,15.0,62.1,39.9
nominal,56.1,41.7,1024.3,17.6,4.4,15.9,75.0,41.0
nominal,64.5,48.5,1019.2,19.9,3.7,7.0,81.0,52.0
nominal,66.4,56.0,1019.4,13.7,1.3,5.8,81.0,53.1
nominal,69.9,55.6,1017.0,15.5,3.9,9.9,84.9,60.1
nominal,69.6,53.9,1016.4,13.2,1.2,8.0,90.0,52.0
nominal,71.4,54.3,1014.8,16.5,4.5,11.8,84.0,61.0
nominal,62.1,47.9,1023.0,18.2,3.7,9.9,71.1,55.9
nominal,57.5,42.3,1025.7,17.2,6.4,15.0,64.0,46.9
nominal,53.0,37.0,1027.0,18.6,3.1,8.0,66.0,41.0
anomaly,60.6,43.8,1021.1,17.4,11.5,22.0,75.0,48.9
nominal,60.7,44.7,1017.3,18.6,9.0,15.9,73.9,46.0
nominal,63.0,46.8,1016.2,16.5,3.4,12.8,81.0,48.0
nominal,68.4,47.0,1005.5,19.1,4.1,11.8,91.0,50.0
nominal,68.1,56.2,999.0,14.5,7.4,14.0,81.0,57.9
anomaly,58.9,38.8,1007.7,17.0,12.3,16.9,73.9,50.0
nominal,55.7,33.7,1017.3,19.9,4.7,15.9,81.0,37.0
nominal,51.3,26.3,1026.6,17.4,7.7,15.0,71.1,39.9
nominal,46.4,28.7,1026.4,14.9,3.4,9.9,57.9,35.1
nominal,46.9,26.5,1031.4,19.7,5.4,15.0,60.1,35.1
nominal,56.7,36.4,1022.5,18.4,9.8,15.9,80.1,44.1
anomaly,68.7,55.1,1009.8,13.4,12.8,17.9,79.0,62.1
nominal,45.3,31.0,1030.4,17.3,4.0,10.9,62.1,32.0
nominal,52.9,38.7,1019.5,18.2,2.2,5.8,75.0,37.9
nominal,58.2,42.4,1020.2,19.9,1.8,8.0,72.0,43.0
nominal,63.1,45.9,1017.1,19.9,5.6,14.0,84.9,50.0
nominal,54.3,49.3,1025.1,7.9,6.6,15.9,63.0,48.9
nominal,47.0,29.3,1026.3,20.1,4.4,14.0,64.0,33.1
nominal,56.0,34.0,1017.3,20.7,3.3,9.9,73.9,43.0
nominal,62.4,38.6,1017.6,19.9,1.9,5.8,75.0,48.0
nominal,58.6,40.1,1021.7,17.9,5.0,11.8,66.0,52.0
nominal,53.4,32.7,1025.7,19.9,2.7,14.0,69.1,39.9
nominal,54.8,34.8,1025.6,17.2,7.7,12.8,64.0,44.1
nominal,53.7,35.0,1025.2,18.4,11.7,19.8,72.0,43.0
nominal,62.7,47.8,1024.0,14.0,9.3,15.9,75.0,51.1
nominal,59.8,52.2,1027.0,7.8,2.3,8.0,72.0,51.1
nominal,62.1,55.6,1022.3,10.6,3.4,8.0,73.0,55.0
nominal,61.7,45.8,1024.6,10.7,4.1,12.8,69.1,55.9
nominal,60.2,37.0,1026.8,16.4,2.0,5.8,72.0,48.9
nominal,61.0,52.4,1017.9,9.9,4.6,11.8,71.1,55.0
anomaly,63.5,55.3,1009.6,10.4,7.8,11.8,69.1,59.0
nominal,50.4,42.0,1019.3,16.8,7.1,14.0,60.1,44.1
nominal,39.4,31.1,1017.2,13.4,5.7,12.8,48.0,33.1
nominal,38.2,29.7,1015.5,11.1,6.7,12.8,43.0,34.0
nominal,40.1,30.1,1025.5,9.5,2.4,8.0,50.0,32.0
nominal,42.8,35.6,1025.1,14.5,4.7,10.9,61.0,33.1
nominal,41.9,31.3,1015.9,16.1,11.3,23.9,51.1,34.0
nominal,38.7,26.6,1020.2,19.9,9.7,15.9,46.9,31.1
nominal,34.7,27.0,1008.8,15.8,8.3,19.8,42.1,29.1
nominal,30.8,21.1,1020.7,13.4,10.4,18.8,37.0,28.2
nominal,32.6,23.8,1020.1,18.7,3.2,8.9,48.0,22.1
nominal,39.8,30.3,1017.5,18.6,1.9,9.9,55.0,31.1
nominal,42.6,32.6,1017.0,17.8,2.7,9.9,63.0,31.1
nominal,42.8,28.6,1016.5,19.9,6.7,11.8,54.0,31.1
nominal,39.6,27.2,1017.6,17.4,3.1,11.8,55.9,29.1
nominal,45.9,36.7,1009.2,18.3,6.2,11.8,63.0,36.0
nominal,29.8,21.0,1029.8,16.3,5.2,14.0,41.0,20.1
nominal,37.7,26.0,1015.3,18.0,11.2,21.0,46.9,33.1
nominal,34.5,18.5,1020.1,19.9,7.3,15.0,46.9,24.3
nominal,31.1,15.7,1021.2,19.9,7.0,12.8,39.9,26.2
nominal,25.1,17.4,1029.1,11.7,8.2,11.8,27.1,23.2
nominal,27.7,24.5,1025.5,1.7,12.0,15.9,30.2,26.2
nominal,28.2,23.1,1026.3,8.9,10.6,15.0,32.0,25.2
nominal,19.2,16.3,1025.8,6.3,4.7,9.9,28.2,12.2
nominal,17.1,15.4,1027.4,1.2,0.5,4.9,24.3,12.2
nominal,25.4,20.4,1024.3,6.9,4.6,15.9,39.9,19.2
nominal,35.8,29.8,1015.0,13.1,4.9,8.0,46.0,30.2
nominal,34.9,29.1,1013.4,7.8,10.0,23.9,43.0,28.2
nominal,17.9,5.7,1028.4,18.2,13.2,22.0,28.2,10.2
nominal,24.9,14.3,1020.5,17.6,2.3,5.8,44.1,17.2
nominal,36.0,23.5,1015.5,20.1,0.7,5.8,51.1,26.2
nominal,34.5,25.0,1012.9,14.5,1.6,8.0,48.0,27.1
nominal,35.2,26.0,1009.8,14.6,2.6,7.0,48.0,27.1
anomaly,36.5,29.9,1015.0,15.1,4.4,9.9,39.9,33.1
nominal,27.6,19.2,1013.7,16.2,16.0,17.9,32.0,22.1
nominal,18.4,12.7,1015.8,14.8,5.1,15.9,23.2,11.1
nominal,25.6,20.9,1011.0,10.9,5.0,12.8,34.0,19.2
nominal,26.7,19.2,1010.4,14.5,2.3,8.0,35.1,21.2
nominal,29.4,25.6,1012.4,6.3,2.9,8.9,31.1,26.2
nominal,23.5,20.3,1015.0,4.2,3.7,9.9,31.1,14.2
nominal,35.5,29.3,1002.4,12.9,8.9,19.8,43.0,26.2
nominal,31.0,23.8,1014.6,19.1,3.4,14.0,37.0,25.2
nominal,22.6,14.0,1025.4,17.4,9.6,11.8,30.2,18.1
nominal,20.0,12.5,1026.2,13.8,6.7,12.8,32.0,10.2
nominal,27.2,19.4,1022.1,18.6,3.7,9.9,37.9,20.1
nominal,30.8,28.3,1017.5,8.4,4.4,9.9,42.1,23.2
nominal,27.1,21.9,1024.5,12.6,1.6,5.8,35.1,18.1
nominal,31.8,25.4,1021.0,16.1,5.8,19.8,35.1,28.2
nominal,26.8,18.2,1029.2,24.9,6.7,9.9,37.0,19.0
nominal,29.4,25.5,1025.2,13.4,5.2,11.8,31.1,26.2
nominal,28.8,22.9,1015.4,15.5,9.4,17.9,32.0,24.3
nominal,17.6,12.4,1020.0,15.8,2.3,8.0,31.1,8.2
nominal,26.2,21.5,1015.6,17.2,5.0,11.8,36.0,18.1
nominal,23.0,20.2,1011.2,12.2,4.5,10.9,34.0,9.1
nominal,32.1,29.5,1008.2,9.1,4.7,9.9,34.0,28.0
nominal,32.2,28.4,1001.6,12.7,12.2,19.8,39.0,26.2
nominal,30.5,27.3,991.5,5.4,14.7,34.0,39.9,15.3
nominal,7.8,2.6,1003.5,5.6,22.3,35.0,15.3,2.1
nominal,0.2,-11.7,1030.1,15.5,8.1,14.0,6.3,-4.9
nominal,8.5,0.5,1023.2,12.2,6.4,17.9,22.1,-3.8
nominal,10.8,5.2,1023.0,10.3,4.3,11.8,24.3,0.1
nominal,17.8,14.7,1021.1,7.2,1.6,7.0,29.1,9.1
nominal,15.8,12.7,1031.9,10.1,2.6,12.8,25.2,5.2
nominal,23.5,16.7,1026.1,18.4,5.6,9.9,33.1,18.1
nominal,37.9,29.3,1011.1,17.0,6.9,14.0,43.0,32.0
nominal,10.8,5.7,1019.9,12.9,6.3,15.9,34.0,-3.8
nominal,32.2,25.8,1012.8,17.4,10.7,22.0,39.0,19.2
nominal,9.4,3.1,1035.3,11.1,5.2,17.9,24.3,-0.8
nominal,25.2,19.4,1023.6,16.1,5.4,9.9,37.0,17.2
nominal,34.9,26.7,1000.7,21.7,16.4,28.0,37.0,32.0
nominal,29.0,22.5,1011.6,24.9,7.7,23.9,35.1,23.2
nominal,28.9,22.9,1015.2,16.7,10.2,15.9,32.0,24.3
nominal,21.0,15.9,1021.0,14.0,6.8,11.8,27.1,18.1
nominal,25.2,20.2,1024.0,14.7,2.9,8.9,32.0,20.1
nominal,18.9,13.9,1030.0,7.8,7.5,11.8,31.1,13.1
nominal,24.7,20.4,1031.6,4.6,3.5,7.0,30.2,22.1
nominal,30.3,27.4,1031.1,2.2,2.4,8.0,33.1,29.1
nominal,10.5,5.1,1023.8,6.9,14.8,22.0,17.2,7.2
nominal,5.9,-3.6,1026.7,11.8,14.2,19.8,12.2,1.2
nominal,11.6,3.8,1018.9,15.6,2.4,9.9,28.2,2.1
nominal,12.3,4.8,1023.5,11.0,10.4,15.0,23.2,5.2
nominal,-2.8,-11.6,1031.8,18.1,6.2,15.0,12.2,-14.8
nominal,18.2,11.1,1010.7,18.6,10.4,15.0,30.2,10.2
nominal,19.2,15.0,1011.4,6.0,6.5,11.8,28.2,12.2
nominal,18.5,15.6,1024.2,2.4,3.4,8.0,23.2,11.1
nominal,12.6,5.7,1025.4,17.4,6.6,9.9,22.1,8.2
nominal,22.9,17.7,1018.7,9.4,9.5,14.0,26.2,21.2
nominal,24.3,19.2,1018.7,8.9,7.0,11.8,29.1,22.1
nominal,30.3,27.1,1012.1,4.1,6.7,10.9,32.0,28.2
nominal,27.1,22.4,1015.0,7.3,8.9,16.9,31.1,23.2
nominal,15.5,11.4,1017.7,9.9,2.7,15.0,27.1,5.2
nominal,20.9,16.4,1010.3,6.9,1.8,11.8,37.0,12.2
nominal,34.8,27.3,1006.6,15.6,5.9,15.9,39.0,31.1
nominal,31.4,20.8,1019.5,19.9,12.1,16.9,37.9,27.1
nominal,24.9,16.3,1019.3,19.9,12.0,23.9,30.2,16.2
nominal,26.3,16.3,1009.0,19.3,16.6,25.8,36.0,22.1
nominal,34.3,22.6,1010.0,20.5,13.8,25.8,39.9,29.1
nominal,32.2,21.0,1023.5,20.5,8.9,15.0,37.9,27.1
nominal,29.7,21.7,1018.4,19.9,4.8,11.8,42.1,20.1
nominal,32.5,25.8,1014.3,17.6,3.2,7.0,41.0,22.1
nominal,29.2,21.8,1017.1,12.1,5.6,14.0,35.1,23.2
nominal,21.5,13.5,1024.6,17.4,7.1,11.8,28.2,16.2
nominal,16.1,9.4,1029.6,13.3,2.6,9.9,24.3,8.2
nominal,22.9,17.1,1024.4,11.2,3.7,9.9,34.0,15.3
anomaly,33.5,30.1,1012.0,6.3,5.5,8.0,39.0,31.1
anomaly,31.7,29.5,1012.5,4.3,5.1,15.0,37.9,29.1
nominal,22.8,15.6,1035.6,15.7,6.9,14.0,29.1,17.2
nominal,27.0,20.8,1023.1,12.0,8.1,14.0,30.2,24.3
nominal,27.1,24.4,1017.3,2.8,2.6,7.0,30.2,23.2
nominal,27.4,23.2,1016.8,7.6,5.6,14.0,29.1,24.3
nominal,14.8,6.4,1025.2,16.7,3.7,9.9,26.2,2.1
nominal,12.9,6.3,1023.4,10.9,2.6,8.9,28.2,-2.7
nominal,26.3,17.8,1021.6,14.7,4.5,9.9,39.0,17.2
nominal,37.8,33.8,1016.5,8.9,3.9,11.8,44.1,32.0
nominal,45.0,34.1,1011.2,19.3,2.9,11.8,66.0,32.0
nominal,51.8,42.5,1008.8,20.3,5.6,17.9,66.9,36.0
nominal,51.9,39.0,991.0,17.0,14.4,22.0,70.0,46.0
nominal,19.5,10.0,1017.2,17.0,17.0,25.8,27.1,14.2
nominal,32.1,19.1,1013.8,19.9,13.8,25.8,52.0,26.2
nominal,26.3,13.1,1019.6,17.4,14.4,17.9,33.1,20.1
nominal,28.1,14.8,1014.5,17.9,7.9,12.8,44.1,21.2
nominal,43.1,28.2,1002.7,19.3,9.5,15.0,52.0,36.0
nominal,21.1,13.7,1025.2,13.5,4.4,15.9,37.9,10.2
nominal,36.7,26.8,1022.9,18.0,11.3,24.9,50.0,29.1
nominal,45.4,33.3,1020.9,19.7,15.0,22.9,60.1,36.0
nominal,47.9,32.6,1021.9,17.8,14.3,19.8,55.9,42.1
nominal,46.9,39.3,1011.7,6.2,8.8,14.0,57.0,42.1
nominal,40.9,32.9,1020.8,6.5,9.4,14.0,54.0,36.0
nominal,38.4,25.1,1026.0,13.2,7.6,14.0,51.1,29.1
nominal,43.4,28.2,1023.5,17.6,5.3,15.0,55.0,31.1
nominal,47.7,40.5,1020.5,7.2,3.7,11.8,60.1,39.0
nominal,56.5,44.2,1014.3,12.4,6.6,14.0,71.1,46.0
nominal,63.3,51.6,998.7,13.1,10.6,17.9,80.1,53.1
nominal,42.9,30.2,1008.4,18.6,13.6,19.8,51.1,37.0
nominal,45.0,28.8,1022.6,19.1,3.3,14.0,60.1,31.1
anomaly,52.1,38.6,1023.0,18.4,8.3,15.0,62.1,44.1
nominal,58.0,45.6,1020.7,14.7,7.9,19.8,75.0,45.0
nominal,58.9,52.2,1009.2,6.1,5.4,8.9,68.0,54.0
nominal,60.7,51.3,1012.4,7.6,3.0,14.0,75.0,48.0
anomaly,60.8,52.9,1012.4,6.0,14.3,19.8,71.1,55.9
nominal,61.8,47.0,998.7,15.0,12.6,19.8,69.1,50.0
nominal,56.5,37.4,1002.5,21.1,9.1,15.0,66.0,48.0
nominal,50.0,33.1,1010.3,20.1,8.4,14.0,64.0,39.9
nominal,52.2,34.9,1018.9,18.0,3.3,17.9,68.0,39.0
nominal,63.4,43.8,1007.6,19.9,6.6,15.0,82.9,50.0
nominal,69.8,50.9,1002.2,19.9,6.5,15.0,82.9,54.0
nominal,62.0,49.1,1011.2,12.5,5.4,10.9,72.0,55.0
nominal,60.6,50.0,1020.0,7.9,5.8,10.9,72.0,54.0
nominal,64.2,48.3,1021.4,13.0,1.7,5.8,75.0,52.0
nominal,59.1,46.6,1015.6,13.8,2.3,8.0,70.0,48.0
nominal,61.3,47.8,1015.1,11.7,4.7,15.9,75.0,48.0
nominal,61.0,39.3,1016.3,19.9,4.1,15.0,71.1,48.9
nominal,61.9,39.0,1016.1,19.9,3.8,11.8,75.9,45.0
nominal,66.0,44.3,1013.7,20.1,6.3,11.8,81.0,51.1
nominal,72.1,53.5,1008.3,19.9,4.4,11.8,87.1,59.0
nominal,78.1,56.9,1000.1,19.5,9.4,15.9,90.0,69.1
nominal,78.2,59.6,998.2,16.1,11.7,19.8,88.0,72.0
nominal,79.8,65.0,1009.7,13.0,8.7,17.9,89.1,70.0
nominal,69.7,59.5,1009.9,16.1,8.9,15.0,75.9,62.1
nominal,63.5,42.4,1018.3,19.9,5.4,15.0,75.0,48.0
anomaly,64.9,55.0,1010.2,13.6,6.7,11.8,72.0,57.9
nominal,60.0,50.0,1017.0,17.0,4.8,15.9,73.0,48.9
nominal,70.9,51.1,1005.5,19.9,6.1,14.0,82.0,61.0
nominal,66.8,46.6,1012.5,19.9,3.6,8.0,77.0,57.9
nominal,73.0,53.2,1008.8,19.9,3.1,8.0,84.9,60.1
nominal,63.6,47.4,1005.1,19.9,11.2,17.9,75.0,54.0
nominal,77.0,68.3,1011.6,14.1,12.4,17.9,84.0,72.0
nominal,78.7,68.5,1014.7,13.0,10.8,17.9,87.1,71.1
nominal,77.1,66.9,1013.4,15.5,9.3,15.0,84.0,72.0
nominal,75.1,66.3,1018.4,13.3,8.9,15.9,84.9,66.9
nominal,76.4,66.6,1013.5,12.3,10.1,17.9,82.9,70.0
nominal,75.5,60.9,1015.2,15.1,2.2,7.0,86.0,64.0
nominal,79.7,67.6,1014.8,16.2,5.7,16.9,88.0,71.1
nominal,79.4,68.2,1018.6,10.3,5.4,12.8,87.1,71.1
nominal,78.4,67.0,1020.7,2.6,5.6,9.9,87.1,70.0
nominal,77.6,63.6,1021.2,2.8,5.3,9.9,86.0,68.0
nominal,77.8,63.7,1021.3,4.8,2.4,8.9,90.0,66.9
nominal,82.3,64.1,1018.3,7.7,1.8,7.0,93.9,73.0
nominal,83.6,63.8,1011.6,13.8,3.4,8.0,96.1,72.0
nominal,83.3,62.2,1008.3,17.6,5.9,9.9,93.9,73.9
nominal,79.6,59.4,1011.0,18.2,3.2,9.9,89.1,69.1
nominal,74.1,57.2,1015.3,19.9,2.0,9.9,82.9,64.9
nominal,71.5,53.0,1015.8,19.9,4.3,8.9,82.0,62.1
nominal,63.7,48.7,1014.2,20.1,4.8,9.9,72.0,54.0
nominal,65.3,46.3,1014.0,19.9,1.9,5.8,79.0,52.0
nominal,70.8,52.3,1014.3,19.9,2.1,9.9,84.9,57.9
nominal,77.6,59.3,1014.9,19.9,9.9,17.9,90.0,64.9
nominal,81.4,60.9,1013.9,18.8,12.9,19.8,91.9,69.1
nominal,81.4,60.6,1012.0,19.9,12.6,19.8,91.9,69.1
nominal,83.4,60.7,1008.7,19.3,12.2,19.8,93.9,73.9
nominal,74.2,57.0,1015.4,19.9,2.1,9.9,84.9,64.9
nominal,76.9,64.6,1011.0,12.9,5.9,9.9,84.9,68.0
nominal,69.7,52.6,1019.0,14.9,2.2,8.0,81.0,57.0
nominal,75.9,58.3,1016.4,17.6,4.2,9.9,91.0,62.1
nominal,79.5,62.5,1013.9,14.6,3.4,11.8,91.0,66.9
nominal,79.3,62.2,1013.7,19.9,6.9,9.9,90.0,70.0
nominal,80.8,64.8,1013.3,15.8,6.1,10.9,93.9,70.0
nominal,80.8,62.7,1014.7,12.7,8.6,15.9,91.0,70.0
nominal,81.1,64.6,1016.2,10.1,8.5,14.0,91.0,71.1
nominal,78.2,64.0,1016.0,15.5,8.7,17.9,87.1,70.0
nominal,73.7,57.7,1015.6,17.5,2.8,9.9,87.1,61.0
nominal,77.0,58.3,1014.6,17.4,4.6,14.0,91.0,64.0
nominal,78.8,59.8,1015.3,18.4,6.1,14.0,89.1,70.0
nominal,73.8,56.4,1017.3,18.6,6.3,14.0,84.0,63.0
nominal,74.5,54.8,1016.1,18.0,13.6,19.8,87.1,64.0
nominal,78.8,58.3,1014.2,14.9,11.5,19.8,93.9,66.0
nominal,82.0,63.6,1014.6,13.6,6.1,16.9,93.0,70.0
nominal,78.0,61.4,1010.5,14.7,7.8,17.9,89.1,68.0
nominal,84.1,58.9,1009.2,18.2,8.0,14.0,98.1,71.1
nominal,74.1,60.9,1015.6,17.3,2.8,8.9,84.9,64.0
nominal,77.9,64.9,1014.2,19.5,5.6,12.8,89.1,68.0
nominal,81.6,65.9,1014.1,16.6,9.5,15.9,95.0,72.0
nominal,83.8,65.7,1014.3,19.1,8.0,14.0,95.0,71.1
nominal,84.3,66.7,1013.5,18.8,8.9,15.0,96.1,73.9
nominal,85.7,65.4,1006.0,18.6,13.2,19.8,97.0,77.0
nominal,66.5,54.8,1016.4,18.0,3.1,9.9,81.0,55.9
nominal,73.6,62.1,1020.6,15.5,9.1,15.9,86.0,66.0
nominal,73.3,64.7,1013.6,17.6,5.3,9.9,80.1,66.9
nominal,72.1,61.9,1013.5,18.7,9.5,17.9,84.9,62.1
nominal,79.1,63.6,1008.3,15.9,5.9,14.0,95.0,66.9
nominal,79.9,65.9,1012.2,12.5,4.6,11.8,93.9,66.9
nominal,63.4,48.2,1020.7,19.1,4.1,11.8,77.0,52.0
nominal,66.0,52.0,1015.7,19.9,5.0,9.9,73.9,55.9
nominal,63.8,50.0,1019.7,19.1,5.8,11.8,73.9,54.0
nominal,65.7,53.2,1021.6,19.9,9.9,14.0,82.0,55.9
nominal,72.0,61.7,1015.6,12.3,6.8,17.9,86.0,64.0
nominal,51.6,37.8,1024.6,19.3,3.8,9.9,64.9,41.0
nominal,55.9,42.4,1024.0,17.7,1.1,5.8,70.0,45.0
anomaly,55.0,49.2,1020.6,12.1,5.9,9.9,61.0,51.1
nominal,59.4,52.6,1019.2,11.6,3.5,5.8,64.0,55.9
nominal,56.6,39.3,1014.1,19.1,7.4,19.8,66.0,48.0
nominal,53.8,39.5,1017.6,18.4,12.6,17.9,59.0,50.0
nominal,53.9,37.7,1022.0,19.1,10.9,15.9,63.0,48.9
nominal,52.3,36.3,1022.3,18.0,2.7,8.9,68.0,37.0
nominal,55.7,39.9,1020.2,16.6,4.4,15.9,70.0,41.0
nominal,53.6,37.4,1027.4,19.9,7.8,9.9,63.0,44.1
nominal,50.1,33.6,1027.5,17.7,2.0,4.9,64.0,34.0
nominal,54.2,37.9,1021.5,16.4,3.3,12.8,70.0,41.0
nominal,47.1,33.6,1026.2,17.6,4.4,9.9,57.9,35.1
nominal,49.3,32.6,1029.6,19.9,4.4,15.0,66.0,37.0
nominal,56.6,39.4,1025.9,18.8,7.0,14.0,77.0,41.0
nominal,59.8,41.3,1022.1,19.9,7.3,15.9,78.1,45.0
nominal,63.3,38.3,1016.5,19.9,8.8,14.0,77.0,53.1
nominal,60.0,39.4,1019.6,19.5,4.8,15.9,79.0,44.1
nominal,64.2,45.1,1015.6,15.7,8.6,17.9,77.0,52.0
nominal,66.4,49.7,1008.5,12.0,14.5,25.8,79.0,57.0
nominal,59.5,31.3,1017.7,18.6,5.7,15.0,75.9,44.1
nominal,56.9,31.4,1020.6,19.1,1.0,8.0,72.0,39.9
nominal,60.6,39.5,1016.8,19.9,7.0,17.9,79.0,46.9
nominal,73.8,53.3,1009.6,18.2,12.5,23.9,91.0,64.0
nominal,76.2,54.8,1008.0,19.3,12.2,22.0,88.0,62.1
nominal,65.4,45.4,1009.7,19.1,7.7,19.8,82.9,50.0
nominal,52.1,29.3,1017.5,17.2,7.4,14.0,66.0,39.9
nominal,48.8,29.5,1018.6,18.0,3.0,9.9,64.0,37.0
nominal,47.8,32.6,1022.2,17.2,1.4,5.8,62.1,34.0
nominal,51.6,34.8,1016.7,18.6,2.5,9.9,72.0,36.0
nominal,58.0,37.3,1011.4,16.9,2.4,9.9,82.9,37.9
nominal,59.1,36.4,1009.3,16.4,3.0,8.0,73.9,43.0
nominal,65.1,47.7,1001.4,16.4,5.4,17.9,84.0,54.0
nominal,65.5,51.8,999.8,16.8,7.1,15.0,79.0,59.0
nominal,39.8,24.3,1022.2,19.1,6.4,15.0,55.9,27.1
nominal,45.8,22.3,1015.4,19.9,10.2,19.8,63.0,33.1
nominal,52.9,41.2,1006.5,17.5,7.0,12.8,57.9,46.0
nominal,48.7,34.1,1018.6,17.9,5.7,9.9,55.9,37.9
nominal,42.8,27.6,1031.2,17.0,1.1,4.9,59.0,30.2
nominal,49.9,32.2,1025.7,16.0,7.8,22.0,70.0,39.0
nominal,61.1,45.7,1009.0,15.6,9.7,15.9,70.0,52.0
nominal,50.5,48.4,1020.9,0.8,1.3,4.1,63.0,42.1
nominal,51.8,48.9,1022.8,2.7,1.2,4.1,60.1,46.0
nominal,57.3,53.4,1015.7,4.1,4.5,10.9,62.1,53.1
nominal,57.0,48.3,1004.4,11.5,6.7,11.8,68.0,50.0
nominal,50.5,37.5,1009.5,19.3,3.4,12.8,63.0,39.9
nominal,45.4,32.9,1008.7,19.9,9.9,19.8,57.0,39.0
nominal,37.0,22.7,1017.0,17.5,20.8,28.9,44.1,31.1
nominal,28.1,17.7,1027.8,18.2,7.4,19.8,36.0,21.2
nominal,34.0,20.7,1022.1,18.2,4.2,14.0,54.0,23.2
nominal,43.5,30.8,1013.2,18.0,1.0,5.8,64.9,31.1
nominal,50.2,37.0,1011.6,17.8,4.1,11.8,68.0,37.0
nominal,52.0,44.9,1014.3,14.5,4.9,14.0,66.0,39.9
nominal,60.1,51.4,1017.2,15.9,10.9,19.8,66.0,55.9
nominal,27.3,16.8,1016.1,16.4,20.6,29.9,30.2,25.2
nominal,23.5,16.2,1029.6,16.0,4.8,11.8,37.9,15.3
nominal,28.2,21.4,1025.0,19.1,4.2,11.8,39.0,20.1
nominal,21.8,15.3,1027.4,10.9,14.1,17.9,35.1,16.2
nominal,13.2,9.4,1025.4,11.6,5.4,9.9,21.2,7.2
nominal,20.1,17.0,1021.3,1.9,8.2,14.0,23.2,18.1
nominal,23.5,19.5,1015.0,9.9,5.2,9.9,27.1,22.1
nominal,19.9,17.4,1016.1,5.3,4.1,12.8,34.0,11.1
nominal,19.2,13.6,1010.3,9.2,16.0,22.0,28.2,14.2
nominal,20.2,12.2,1020.4,19.1,7.3,11.8,37.0,9.1
nominal,32.5,28.3,1016.0,15.7,1.7,8.0,37.0,28.2
nominal,32.6,28.1,1020.7,9.9,5.5,11.8,43.0,27.1
nominal,39.8,36.2,1013.5,7.8,3.0,9.9,57.9,30.9
nominal,49.6,45.1,1009.0,13.1,8.7,22.0,62.1,37.0
nominal,27.4,15.1,1032.1,16.2,8.1,19.8,35.1,20.1
nominal,32.1,21.5,1029.6,18.2,3.3,8.0,41.0,26.2
nominal,36.7,31.7,1010.0,15.6,3.8,7.0,55.0,28.2
anomaly,38.2,37.6,1012.4,3.1,6.2,9.9,48.9,32.0
nominal,11.5,4.2,1025.9,18.7,7.8,15.0,28.2,5.2
nominal,23.7,17.1,1021.9,19.9,5.6,15.9,29.1,16.2
nominal,5.3,-7.5,1034.5,18.6,13.5,17.9,14.2,-0.8
nominal,6.2,-4.2,1036.1,18.6,6.6,11.8,26.2,-3.8
nominal,32.9,24.4,1020.5,18.5,5.3,15.0,48.9,23.2
nominal,34.9,24.5,1022.0,15.7,14.4,19.8,39.9,27.1
nominal,20.8,15.4,1033.1,14.5,4.3,11.8,34.0,12.2
nominal,26.3,21.9,1018.1,7.7,2.4,5.8,28.2,23.2
nominal,26.8,23.5,1015.9,4.4,2.4,5.8,30.2,24.3
nominal,27.9,24.2,1016.9,6.9,7.4,14.0,30.2,26.2
nominal,29.7,25.8,1017.4,5.5,5.6,14.0,32.0,27.1
nominal,29.7,25.3,1023.7,6.5,1.7,4.9,33.1,28.0
nominal,29.6,26.7,1014.1,7.7,4.2,9.9,39.0,20.1
